lng,lat,name,strasse,hausnr,plz,ort,anlage,kategorie,zugaenglichkeit,beschreibung,website
8.6920845764877,47.3686823028263,"Spielplatz Bühl, Nänikon (Singvogel)",,,,,Schulanlage Singvogel,Freizeitanlage: Spielplatz,öffentlicher Raum (resp. vergleichbare Zugänglichkeit),"Gegenüber vom Spielplatz Singvogel befindet sich der wunderschöne Spielplatz Bühl. Der Spielplatz bietet eine Rutsche, einen Sandplatz und einen Brunnen zum Spielen, eine Schaukel und einen Tunnel. Die Bäume um den Spielplatz herum spenden Schatten über den Spielbereich und die Sitzbank. ",
8.72594248508316,47.359986504582,Spielplatz Buchholz,,,,,Sportanlage Buchholz,Freizeitanlage: Spielplatz,öffentlicher Raum (resp. vergleichbare Zugänglichkeit),"Neben unzähligen Sportangeboten bietet das Buchholz auch einen kleinen Spielplatz. Es hat ein Kletterflugzeug mit einer integrierter, steilen Rutsche und ein kleines Klettergerüst auf sandigem Untergrund. Ein Picknicktisch bietet die Möglichkeit, etwas zur Ruhe zu kommen. ",
8.72468848523023,47.3445365046019,Abenteuerspielplatz Holzwurm,,,,,,Freizeitanlage: Gemeinschaftszentrum,halb-öffentlicher Raum (eingeschränkte resp. reglementierte Zugänglichkeit),"Der grosse und wilde Abenteuerspielplatz Holzwurm bietet viel Spass und Abwechslung. Auf dem grossen Areal können sich Kinder nach Lust und Laune austoben. Sie können Hütten bauen, mit Metall experimentieren oder durch Drachen klettern. Zudem können sie mit Sand und Wasser spielen oder mit Freunden und Familie am Feuer bräteln und noch vieles mehr. ",
8.72593753970709,47.3608404365298,Trendsportplatz Buchholz,,,,,Sportanlage Buchholz,Sportanlage: Trendsportanlagen,halb-öffentlicher Raum (eingeschränkte resp. reglementierte Zugänglichkeit),,http://www.uster.ch/de/sportkultur/sportn/anlagen/welcome.php?action=showobject&object_id=1414
8.72575750697767,47.3582935618341,Tennishalle Blue Point,,,,,Sportanlage Buchholz,Sportanlage: Tennisanlagen,Räumlichkeiten,,http://www.bluepoint.ch/
8.69197677097353,47.3412884013142,Strandbad,,,,,,Sportanlage: Bäder,halb-öffentlicher Raum (eingeschränkte resp. reglementierte Zugänglichkeit),,http://www.uster.ch/anlagen/1411
8.7251737230453,47.3588472171287,Squash Courts Blue Shuttle,,,,,Sportanlage Buchholz,Sportanlage: Squashanlagen,Räumlichkeiten,,http://www.blueshuttle.ch/squash.html
8.72566177624276,47.3604155705903,Sporthalle Buchholz,,,,,Sportanlage Buchholz,Sportanlage: Dreifachturnhallen,Räumlichkeiten,,http://www.uster.ch/anlagen/4955
8.72441019677367,47.359426196218,Sportanlage Buchholz,,,,,Sportanlage Buchholz,Sportanlage: Fussballplätze,halb-öffentlicher Raum (eingeschränkte resp. reglementierte Zugänglichkeit),,http://www.uster.ch/anlagen/1414
8.73014065153564,47.3539646281929,Schulanlage Weidli,,,,,Schulanlage Weidli,Sportanlage: Hartplätze (Asphalt),halb-öffentlicher Raum (eingeschränkte resp. reglementierte Zugänglichkeit),,http://www.uster.ch/anlagen/9532
8.72988022099207,47.3540818301114,Schulanlage Weidli,,,,,Schulanlage Weidli,Sportanlage: Einfachturnhallen,Räumlichkeiten,,http://www.uster.ch/anlagen/9532
8.72955946847105,47.3534662320638,Schulanlage Weidli,,,,,Schulanlage Weidli,Sportanlage: Spielwiesen,halb-öffentlicher Raum (eingeschränkte resp. reglementierte Zugänglichkeit),,http://www.uster.ch/anlagen/9532
8.71586336827154,47.3410897253765,Schulanlage Talacker,,,,,Schulanlage Talacker,Sportanlage: Spielwiesen,halb-öffentlicher Raum (eingeschränkte resp. reglementierte Zugänglichkeit),,http://www.uster.ch/anlagen/9532
8.71570998694623,47.3403135825843,Schulanlage Talacker,,,,,Schulanlage Talacker,Sportanlage: Einfachturnhallen,Räumlichkeiten,,http://www.uster.ch/anlagen/9532
8.69185237913956,47.3691432068774,Schulanlage Singvogel,,,,,Schulanlage Singvogel,Sportanlage: Einfachturnhallen,Räumlichkeiten,,http://www.uster.ch/anlagen/9532
8.69215847968283,47.3686976840129,Schulanlage Singvogel,,,,,Schulanlage Singvogel,Sportanlage: Spielwiesen,halb-öffentlicher Raum (eingeschränkte resp. reglementierte Zugänglichkeit),,http://www.uster.ch/anlagen/9532
8.69225428989572,47.3692704922828,Schulanlage Singvogel,,,,,Schulanlage Singvogel,Sportanlage: Hartplätze (Asphalt),halb-öffentlicher Raum (eingeschränkte resp. reglementierte Zugänglichkeit),,http://www.uster.ch/anlagen/9532
8.71338939068084,47.3496019287137,Schulanlage Pünt,,,,,Schulanlage Pünt,Sportanlage: Einfachturnhallen,Räumlichkeiten,,http://www.uster.ch/anlagen/9532
8.71387910377194,47.3491321321263,Schulanlage Pünt,,,,,Schulanlage Pünt,Sportanlage: Hartplätze (Asphalt),halb-öffentlicher Raum (eingeschränkte resp. reglementierte Zugänglichkeit),,http://www.uster.ch/anlagen/9532
8.71310115728668,47.349001840993,Schulanlage Pünt,,,,,Schulanlage Pünt,Sportanlage: Spielwiesen,halb-öffentlicher Raum (eingeschränkte resp. reglementierte Zugänglichkeit),,http://www.uster.ch/anlagen/9532
8.73067534376361,47.3458971727485,Schulanlage Oberuster,,,,,Schulanlage Oberuster,Sportanlage: Dreifachturnhallen,Räumlichkeiten,,http://www.uster.ch/anlagen/9532
8.70367528062426,47.343789416822,Schulanlage Niederuster,,,,,Schulanlage Niederuster,Sportanlage: Spielwiesen,halb-öffentlicher Raum (eingeschränkte resp. reglementierte Zugänglichkeit),,http://www.uster.ch/anlagen/9532
8.70262350555709,47.3434763980492,Schulanlage Niederuster,,,,,Schulanlage Niederuster,Sportanlage: Einfachturnhallen,Räumlichkeiten,,http://www.uster.ch/anlagen/9532
8.70809178367103,47.3512097097867,Schulanlage Krämeracker,,,,,Schulanlage Krämeracker,Sportanlage: Hartplätze (Asphalt),halb-öffentlicher Raum (eingeschränkte resp. reglementierte Zugänglichkeit),,http://www.uster.ch/anlagen/9532
8.70823019785377,47.3509434436109,Schulanlage Krämeracker,,,,,Schulanlage Krämeracker,Sportanlage: Einfachturnhallen,Räumlichkeiten,,http://www.uster.ch/anlagen/9532
8.70766672740703,47.3510002730931,Schulanlage Krämeracker,,,,,Schulanlage Krämeracker,Sportanlage: Spielwiesen,halb-öffentlicher Raum (eingeschränkte resp. reglementierte Zugänglichkeit),,http://www.uster.ch/anlagen/9532
8.72109847035579,47.3548114371393,Schulanlage Hasenbühl,,,,,Schulanlage Hasenbühl,Sportanlage: Einfachturnhallen,Räumlichkeiten,,http://www.uster.ch/anlagen/9532
8.72134536385662,47.355221965739,Schulanlage Hasenbühl,,,,,Schulanlage Hasenbühl,Sportanlage: Spielwiesen,halb-öffentlicher Raum (eingeschränkte resp. reglementierte Zugänglichkeit),,http://www.uster.ch/anlagen/9532
8.72196143446627,47.3551379625144,Schulanlage Hasenbühl,,,,,Schulanlage Hasenbühl,Sportanlage: Hartplätze (Asphalt),halb-öffentlicher Raum (eingeschränkte resp. reglementierte Zugänglichkeit),,http://www.uster.ch/anlagen/9532
8.7181973502171,47.3605411702731,Schulanlage Gschwader,,,,,Schulanlage Gschwader,Sportanlage: Spielwiesen,halb-öffentlicher Raum (eingeschränkte resp. reglementierte Zugänglichkeit),,http://www.uster.ch/anlagen/9532
8.71754023843655,47.3610176593802,Schulanlage Gschwader,,,,,Schulanlage Gschwader,Sportanlage: Einfachturnhallen,Räumlichkeiten,,http://www.uster.ch/anlagen/9532
8.71776567812071,47.3608594021616,Schulanlage Gschwader,,,,,Schulanlage Gschwader,Sportanlage: Hartplätze (Asphalt),halb-öffentlicher Raum (eingeschränkte resp. reglementierte Zugänglichkeit),,http://www.uster.ch/anlagen/9532
8.72122102080126,47.3476344801506,Schulanlage Freiestrasse,,,,,,Sportanlage: Einfachturnhallen,Räumlichkeiten,,http://www.uster.ch/anlagen/9532
8.72462032459332,47.3597228386643,Leichtathletik-Anlage Buchholz,,,,,Sportanlage Buchholz,Sportanlage: Leichtathletikanlagen,halb-öffentlicher Raum (eingeschränkte resp. reglementierte Zugänglichkeit),,http://www.uster.ch/anlagen/1414
8.71416042847032,47.3489684412817,Landihalle,,,,,,Sportanlage: Einfachturnhallen,Räumlichkeiten,,http://www.uster.ch/anlagen/11779
8.72646098501491,47.3595345071085,Hallenbad,,,,,Sportanlage Buchholz,Sportanlage: Bäder,Räumlichkeiten,,http://www.uster.ch/anlagen/9526
8.72683289232492,47.3440873811594,Fussballanlage Heusser-Staub,,,,,,Sportanlage: Fussballplätze,halb-öffentlicher Raum (eingeschränkte resp. reglementierte Zugänglichkeit),,http://www.uster.ch/anlagen/9845
8.72121417205788,47.3467597883671,Dorfbad,,,,,,Sportanlage: Bäder,halb-öffentlicher Raum (eingeschränkte resp. reglementierte Zugänglichkeit),,http://www.uster.ch/anlagen/1412
8.72548789201789,47.3587357255056,Badmintonhalle Blue Shuttle,,,,,Sportanlage Buchholz,Sportanlage: Badmintonanlagen,Räumlichkeiten,,http://www.bluepoint.ch/
